1745079079: mosquitto version 2.0.21 starting
1745079079: Config loaded from mosquitto.conf.
1745079079: Opening ipv4 listen socket on port 1887.
1745079079: mosquitto version 2.0.21 running
1745079082: New connection from 127.0.0.1:56670 on port 1887.
1745079082: New client connected from 127.0.0.1:56670 as auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (p2, c1, k60).
1745079082: No will message specified.
1745079082: Sending CONNACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (0, 0)
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/temperature/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/temperature/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/pressure/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/pressure/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079086: New connection from 127.0.0.1:56724 on port 1887.
1745079086: New client connected from 127.0.0.1:56724 as raspberry_pi_sector1_dev001_7006321c (p2, c1, k60).
1745079086: No will message specified.
1745079086: Sending CONNACK to raspberry_pi_sector1_dev001_7006321c (0, 0)
1745079086: Received SUBSCRIBE from raspberry_pi_sector1_dev001_7006321c
1745079086: 	/actuator/valve/sector1/dev001 (QoS 0)
1745079086: raspberry_pi_sector1_dev001_7006321c 0 /actuator/valve/sector1/dev001
1745079086: Sending SUBACK to raspberry_pi_sector1_dev001_7006321c
1745079086: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083345: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083345: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083345: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083345: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083345: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083345: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083346: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083346: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083346: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083346: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083346: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083346: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083350: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083350: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083350: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083350: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083350: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083350: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083351: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083351: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083351: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083351: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083351: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083351: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083354: Received PINGREQ from F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745083354: Sending PINGRESP to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745083355: Received PINGREQ from F8594714-1E05-F3C4-D993-66F421C3209E
1745083355: Sending PINGRESP to F8594714-1E05-F3C4-D993-66F421C3209E
1745083355: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083355: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083355: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083355: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083355: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083355: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083356: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083356: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083356: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083356: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083356: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083356: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083360: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083360: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083360: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083360: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083360: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083360: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083360: Received PINGREQ from raspberry_pi_sector1_dev001_089211de
1745083360: Sending PINGRESP to raspberry_pi_sector1_dev001_089211de
1745083361: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083361: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083361: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083361: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083361: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083361: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083365: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083365: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083365: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083365: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083365: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083365: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083366: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083366: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083366: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083366: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083366: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083366: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083370: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083370: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083370: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083370: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083370: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083370: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083371: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083371: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083371: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083371: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083371: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083371: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083375: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083375: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083375: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083375: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083375: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083375: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083376: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083376: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083376: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083376: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083376: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083376: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083380: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083380: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083380: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083380: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083380: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083380: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083381: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083381: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083381: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083381: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083381: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083381: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083385: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083385: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083385: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083385: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083385: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083385: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083386: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083386: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083386: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083386: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083386: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083386: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745083386: Received PINGREQ from raspberry_pi_sector1_dev001_1e412aba
1745083386: Sending PINGRESP to raspberry_pi_sector1_dev001_1e412aba
1745083390: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083390: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083390: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083390: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083390: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083390: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083391: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083391: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083391: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083391: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083391: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083391: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083395: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083395: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083395: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083395: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083395: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083395: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083396: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083396: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083396: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083396: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083396: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083396: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083400: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083400: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083400: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083400: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083400: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083400: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083401: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083401: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083401: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083401: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083401: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083401: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083405: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083405: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083405: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083405: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083405: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083405: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083406: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083406: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083406: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083406: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083406: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083406: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083410: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083410: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
